PTS,FG_PCT,FG3_PCT,FT_PCT,REB,AST,STL,BLK,TOV,WL
130,0.522,0.333,0.833,44,28,14,1,13,1
130,0.505,0.371,0.81,48,32,7,8,13,0
130,0.51,0.432,0.737,50,41,8,6,12,1
130,0.516,0.351,0.875,42,35,8,6,12,1
130,0.458,0.375,0.75,60,32,5,0,18,1
130,0.452,0.289,1.0,50,20,6,2,14,1
130,0.538,0.409,0.778,39,30,4,4,11,0
130,0.538,0.344,0.826,41,28,5,8,13,1
131,0.516,0.35,0.875,51,30,4,6,11,1
131,0.426,0.414,0.844,65,32,1,6,12,1
131,0.543,0.462,0.792,51,35,7,7,15,1
131,0.495,0.436,1.0,46,30,10,4,12,1
131,0.517,0.48,0.75,52,31,11,7,14,1
131,0.534,0.5,0.88,51,31,6,4,10,1
131,0.547,0.5,0.871,33,26,5,4,11,1
131,0.484,0.316,0.844,49,35,9,4,16,1
131,0.602,0.733,0.909,34,29,5,4,12,1
131,0.495,0.4,0.864,45,27,8,6,17,1
131,0.522,0.395,0.917,37,25,5,6,15,1
131,0.474,0.375,0.778,48,22,8,5,21,0
131,0.571,0.406,0.846,35,35,5,6,17,1
131,0.528,0.5,0.7,46,39,10,4,17,1
131,0.52,0.357,0.739,43,34,13,5,8,1
131,0.549,0.455,0.75,46,28,11,7,20,1
131,0.506,0.4,0.943,40,28,9,7,14,1
131,0.543,0.5,0.698,41,32,9,4,17,1
131,0.531,0.4,0.773,54,36,8,3,12,1
132,0.5,0.433,0.73,49,25,11,2,17,1
132,0.533,0.5,0.87,46,28,7,5,15,1
132,0.541,0.419,0.813,48,39,9,7,14,1
132,0.57,0.471,0.857,49,31,6,4,16,1
132,0.5,0.417,0.793,57,26,9,1,12,1
132,0.557,0.515,0.68,49,39,10,2,20,1
132,0.541,0.458,0.759,44,27,9,3,18,1
132,0.548,0.5,0.813,44,31,7,8,15,1
132,0.443,0.484,0.767,53,26,8,3,14,0
132,0.576,0.5,0.941,56,28,7,5,18,1
132,0.5,0.406,0.63,66,27,8,6,18,1
132,0.5,0.37,0.867,58,37,10,7,11,1
132,0.554,0.586,0.65,46,36,12,6,12,1
132,0.568,0.426,0.833,41,27,9,10,22,1
132,0.391,0.4,0.75,49,25,10,5,7,0
132,0.506,0.514,0.839,46,26,4,4,14,1
132,0.523,0.313,0.811,43,32,7,7,13,1
132,0.5,0.326,0.714,48,32,3,8,11,0
132,0.554,0.667,0.636,40,21,12,5,11,1
133,0.533,0.367,0.727,39,28,13,4,14,1
133,0.58,0.519,0.862,44,29,13,7,15,1
133,0.538,0.512,0.733,54,34,10,4,7,1
133,0.505,0.419,0.848,48,27,4,7,10,1
133,0.556,0.429,0.75,38,25,7,5,10,1
133,0.533,0.333,0.758,49,30,11,5,19,1
133,0.479,0.324,0.756,59,33,3,15,17,1
133,0.544,0.522,0.921,44,17,8,4,16,1
133,0.472,0.364,0.704,46,22,4,4,8,1
133,0.49,0.468,0.789,44,32,9,7,12,1
134,0.595,0.5,0.767,43,33,12,9,11,1
134,0.579,0.444,0.857,39,38,6,6,13,1
134,0.593,0.382,0.765,38,36,8,6,14,1
134,0.521,0.27,0.8,56,27,6,4,16,0
134,0.52,0.378,0.933,47,33,8,6,15,0
134,0.49,0.404,0.722,57,31,8,7,17,1
134,0.489,0.429,0.774,51,28,11,4,17,0
134,0.515,0.257,0.778,46,33,11,7,12,1
134,0.57,0.469,0.808,38,34,13,5,13,1
135,0.5,0.333,0.813,46,30,6,4,9,1
135,0.511,0.559,0.727,40,36,9,5,14,1
135,0.545,0.314,0.762,53,36,7,2,14,1
135,0.545,0.471,0.852,53,31,5,8,18,1
135,0.521,0.5,0.75,45,34,6,2,7,1
135,0.568,0.438,0.875,48,32,7,7,14,1
135,0.455,0.389,0.857,48,30,8,5,11,1
135,0.562,0.379,0.75,38,29,7,7,13,1
135,0.57,0.375,0.759,41,30,7,3,13,1
135,0.57,0.438,0.938,50,30,10,10,12,1
136,0.571,0.559,0.625,40,37,11,7,10,1
136,0.622,0.452,0.87,36,37,7,4,8,1
136,0.553,0.473,0.762,41,30,8,2,17,1
136,0.531,0.588,0.667,41,30,5,2,17,1
136,0.5,0.407,0.8,49,32,9,6,6,1
136,0.5,0.52,0.767,48,23,13,1,13,1
136,0.544,0.552,0.615,57,35,7,9,15,1
136,0.524,0.519,0.85,33,23,10,3,17,0
137,0.505,0.5,0.862,50,29,7,2,14,1
138,0.42,0.368,0.806,39,23,9,4,12,1
138,0.505,0.475,0.905,63,37,11,5,24,1
138,0.458,0.432,0.611,51,36,11,7,20,0
138,0.564,0.419,0.76,56,34,12,6,15,1
139,0.45,0.429,0.722,57,35,7,4,15,0
139,0.607,0.606,0.85,42,38,12,5,18,1
140,0.449,0.364,0.733,58,30,6,6,8,0
140,0.526,0.442,0.955,49,28,6,8,11,1
140,0.48,0.514,0.818,49,36,6,5,10,0
140,0.471,0.361,0.806,59,24,16,8,23,1
140,0.548,0.414,0.923,44,33,7,7,17,1
140,0.578,0.385,0.857,42,34,10,5,11,1
140,0.5,0.34,0.735,42,29,8,8,16,1
141,0.482,0.378,0.762,57,36,3,14,11,1
141,0.579,0.471,0.714,52,42,14,5,12,1
141,0.517,0.385,0.906,45,28,8,9,15,1
141,0.581,0.5,0.688,38,34,3,6,11,1
142,0.429,0.329,0.853,47,18,7,8,10,0
142,0.622,0.486,0.75,44,36,8,4,19,1
142,0.6,0.538,0.7,50,38,6,4,10,1
142,0.514,0.359,0.692,52,33,5,6,15,0
143,0.577,0.5,0.864,42,33,10,3,8,1
143,0.528,0.333,0.824,59,34,8,2,14,1
143,0.515,0.536,0.737,47,32,9,3,9,1
144,0.55,0.35,0.714,54,36,11,8,14,1
144,0.557,0.4,0.909,39,34,12,3,13,1
144,0.484,0.393,0.909,56,30,6,7,13,1
144,0.576,0.455,0.92,48,37,6,5,18,1
145,0.519,0.444,0.773,57,29,4,3,14,1
146,0.576,0.462,0.846,49,38,6,8,12,1
146,0.478,0.314,0.758,50,30,14,7,15,0
146,0.541,0.4,0.813,46,38,14,3,14,1
147,0.495,0.45,0.806,61,33,8,10,25,0
147,0.48,0.49,0.806,57,33,8,5,10,1
147,0.509,0.429,0.667,49,33,8,5,13,0
148,0.466,0.409,0.8,43,29,16,5,11,1
148,0.46,0.4,0.765,60,31,4,13,18,1
148,0.602,0.633,0.654,34,33,15,3,15,1
149,0.598,0.488,0.857,54,40,6,11,15,1
149,0.505,0.361,0.889,53,40,6,5,22,1
149,0.552,0.533,0.731,49,34,9,7,7,1
149,0.589,0.516,0.636,52,35,6,4,16,1
154,0.566,0.842,0.897,43,38,8,10,17,1
161,0.496,0.367,0.68,59,33,11,8,20,0
168,0.471,0.438,0.729,62,30,10,5,17,1
